"situation_name","description","version","actions","is_anomaly","anomaly_type","aigenerated","metadata"
"CICSplex_Bundle_Warning","Application Bundle is not Enabled.",1,"{""The selected Application Bundle is not enabled. You should review the CICS log for messages relating to the named Application Bundle. You can also use the take action feature of OMEGAMON XE for CICS on z/OS to enable the Application Bundle. If the installed definition is incorrect you can discard the definition, and reinstall the correct definition using CEDA.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsbns""],""metric_key"":[""bundle_status""],""teps_full_name"":[""CICSplex_Application_Bundle_Summary.Bundle_Status""],""formula"":""*IF *VALUE CICSplex_Application_Bundle_Summary.Bundle_Status *NE ENABLED""}"
"CICSplex_CICSCPUHigh_Critical","Critical threshold exceeded for CICS high CPU usage",1,"{""CICS may be using more CPU than normal.Additional diagnostics can be obtained by generating a Region Overview report and checking whether the CICS time-of-day clock is being updated.The Transaction Analysis report may be used to locate looping tasks, or those that have exceeded their Global CPU usage limit (MAXR).""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""cpu_utilization""],""teps_full_name"":[""CICSplex_Region_Overview.CPU_Utilization""],""formula"":""*IF *VALUE CICSplex_Region_Overview.CPU_Utilization *GT 90""}"
"CICSplex_CICSCPUHigh_Warning","Warning threshold exceeded for CICS high CPU usage",1,"{""CICS may be using more CPU than normal.Additional diagnostics can be obtained by generating a Region Overview report and checking whether the CICS time-of-day clock is being updated.The Transaction Analysis report may be used to locate looping tasks, or those that have exceeded their Global CPU usage limit (MAXR).""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""cpu_utilization""],""teps_full_name"":[""CICSplex_Region_Overview.CPU_Utilization""],""formula"":""*IF *VALUE CICSplex_Region_Overview.CPU_Utilization *GT 70 *AND *VALUE CICSplex_Region_Overview.CPU_Utilization *LE 90""}"
"CICSplex_CICSCPULow_Critical","Critical threshold exceeded for CICS low CPU usage",1,"{""CICS may be requiring fewer CPU cycles than normal for the expected transaction rate.If response time is unacceptable, check the transaction rate display in the Region Overview report to see if the rate is lower than normal.Next, see if Transaction Analysis is showing active task activity, and if so, use the Impact Analysis function of OMEGAMON/CICS to determine why CICS is not being dispatched.If there is no contention, check the network to see if terminals are active.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""cpu_utilization""],""teps_full_name"":[""CICSplex_Region_Overview.CPU_Utilization""],""formula"":""*IF *VALUE CICSplex_Region_Overview.CPU_Utilization *LT 5""}"
"CICSplex_CICSCPULow_Warning","Warning threshold exceeded for CICS low CPU usage",1,"{""CICS may be requiring fewer CPU cycles than normal for the expected transaction rate.If response time is unacceptable, check the transaction rate display in the Region Overview report to see if the rate is lower than normal.Next, see if Transaction Analysis is showing active task activity, and if so, use the Impact Analysis function of OMEGAMON/CICS to determine why CICS is not being dispatched.If there is no contention, check the network to see if terminals are active.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""cpu_utilization""],""teps_full_name"":[""CICSplex_Region_Overview.CPU_Utilization""],""formula"":""*IF *VALUE CICSplex_Region_Overview.CPU_Utilization *LT 10 *AND *VALUE CICSplex_Region_Overview.CPU_Utilization *GE 5""}"
"CICSplex_CSMI_delay_in_FCP","Service Level failure (CSMI) with excessive time in File Control",1,"{""Use the historical transaction display function of OMEGAMON/CICS to locate the mirror transactions that are responsible for the service level failure.Determine whether the large amount of time waiting on File Control is a consequence of either application changes or alterations in the CICS file configuration.If the transaction behavior is found to be normal, consider updating the service class definitions so that they will accurately reflect anticipated response times.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""wss""],""metric_key"":[""service_class_name"",""200_%_of_goal_transaction_count"",""performance_index"",""greater_than_400_%_of_goal_transaction_count"",""400_%_of_goal_transaction_count"",""percent_of_time_waiting_on_file_control""],""teps_full_name"":[""CICSplex_Service_Class_Analysis.Service_Class_Name"",""CICSplex_Service_Class_Analysis.200_%_of_Goal_Transaction_Count"",""CICSplex_Service_Class_Analysis.Performance_Index"",""CICSplex_Service_Class_Analysis.Greater_than_400_%_of_Goal_Transaction_Count"",""CICSplex_Service_Class_Analysis.400_%_of_Goal_Transaction_Count"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_File_Control""],""formula"":""*IF *VALUE CICSplex_Service_Class_Analysis.Service_Class_Name *EQ CSMI *AND ( *VALUE CICSplex_Service_Class_Analysis.200_%_of_Goal_Transaction_Count *GT 1 *OR *VALUE CICSplex_Service_Class_Analysis.Performance_Index *GT1 *OR *VALUE CICSplex_Service_Class_Analysis.Greater_than_400_%_of_Goal_Transaction_Count *GT 0 *OR *VALUE CICSplex_Service_Class_Analysis.400_%_of_Goal_Transaction_Count *GT 1 ) *AND *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_File_Control *GE 50""}"
"CICSplex_ClassMax_Critical","Critical threshold exceeded for Class Max Task",1,"{""Generally, the recommendation to put transactions in a transaction class is required by the application to restrict access to resources in CICS.If response time is not acceptable, it may be necessary to re-evaluate why the task has been placed in a transaction class.If you determine that the class max task value is too low, you may change it with either OMEGAMON/CICS or the CICS CEMT transaction.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicstca""],""metric_key"":[""percent_of_limit""],""teps_full_name"":[""CICSplex_Task_Class_Analysis.Percent_of_Limit""],""formula"":""*IF *VALUE CICSplex_Task_Class_Analysis.Percent_of_Limit *GT 90""}"
"CICSplex_ClassMax_Warning","Warning threshold exceeded for Class Max Task",1,"{""Generally, the recommendation to put transactions in a transaction class is required by the application to restrict access to resources in CICS.If response time is not acceptable, it may be necessary to re-evaluate why the task has been placed in a transaction class.If you determine that the class max task value is too low, you may change it with either OMEGAMON/CICS or the CICS CEMT transaction.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicstca""],""metric_key"":[""percent_of_limit""],""teps_full_name"":[""CICSplex_Task_Class_Analysis.Percent_of_Limit""],""formula"":""*IF *VALUE CICSplex_Task_Class_Analysis.Percent_of_Limit *GT 80 *AND *VALUE CICSplex_Task_Class_Analysis.Percent_of_Limit *LE 90""}"
"CICSplex_Corbaserver_Warning","Warning threshold exceeded Corbaserver not enabled",1,"{""The Corbaserver identified in the alert is not enabled. Determine why the Corbaserver is not enabled and take the appropriate action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""enable_status""],""teps_full_name"":[""CICSplex_Corbaserver_Details.Enable_Status""],""formula"":""*IF *VALUE CICSplex_Corbaserver_Details.Enable_Status *NE Enabled""}"
"CICSplex_DB2Abort_Critical","Critical threshold exceeded for DB2 abort percent",1,"{""Consider changing the THREADWAIT parameter of the DB2ENTRY definition for this transaction.YES allows a task to be queued when no threads are available; POOL allows a task to use a pool thread.Increase the THREADLIMIT of the DB2ENTRY definition for the transaction, or use the MODIFY option of the DSNC transaction to increase it dynamically.Increasing the number of threads will increase the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""abort_percent""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Abort_Percent""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Abort_Percent *GT 65""}"
"CICSplex_DB2Abort_Warning","Warning threshold exceeded for DB2 abort percent",1,"{""Consider changing the THREADWAIT parameter of the DB2ENTRY definition for this transaction.YES allows a task to be queued when no threads are available; POOL allows a task to use a pool thread.Increase the THREADLIMIT of the DB2ENTRY definition for the transaction, or use the MODIFY option of the DSNC transaction to increase it dynamically.Increasing the number of threads will increase the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""abort_percent""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Abort_Percent""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Abort_Percent *GT 40 *AND *VALUE CICSplex_DB2_Task_Activity.Abort_Percent *LE 65""}"
"CICSplex_DB2Attached_Critical","Critical threshold exceeded for DB2 attach status",1,"{""Verify that DB2 is required for this CICS region.If DB2 is needed, attach DB2 for this region using DSNC STRT.Include the DB2 startup program in the CICS startup PLT or specify DB2CONN=YES in the SIT.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2s""],""metric_key"":[""attached_to_db2""],""teps_full_name"":[""CICSplex_DB2_Summary.Attached_to_DB2""],""formula"":""*IF *VALUE CICSplex_DB2_Summary.Attached_to_DB2 *EQ No""}"
"CICSplex_DB2Attached_Warning","Warning threshold exceeded for DB2 attach status",1,"{""Verify that DB2 is required for this CICS region.If DB2 is needed, attach DB2 for this region using DSNC STRT.Include the DB2 startup program in the CICS startup PLT or specify DB2CONN=YES in the SIT.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2s""],""metric_key"":[""attached_to_db2""],""teps_full_name"":[""CICSplex_DB2_Summary.Attached_to_DB2""],""formula"":""*IF *VALUE CICSplex_DB2_Summary.Attached_to_DB2 *EQ No""}"
"CICSplex_DB2MaxThreads_Critical","Critical threshold exceeded for DB2 maximum threads",1,"{""It is not detrimental to reach a high percentage of the maximum active thread limit.However, when the ratio frequently nears 100%, you should increase the value specified in the THREADLIMIT parameter for the transaction.You may also increase it dynamically using the MODIFY TRANSACTION option of the DSNC transaction.Increasing the number of threads increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""maximum_active_threads""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Maximum_Active_Threads""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Maximum_Active_Threads *GT 54""}"
"CICSplex_DB2MaxThreads_Warning","Warning threshold exceeded for DB2 maximum threads",1,"{""It is not detrimental to reach a high percentage of the maximum active thread limit.However, when the ratio frequently nears 100%, you should increase the value specified in the THREADLIMIT parameter for the transaction.You may also increase it dynamically using the MODIFY TRANSACTION option of the DSNC transaction.Increasing the number of threads increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""maximum_active_threads""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Maximum_Active_Threads""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Maximum_Active_Threads *GT 20 *AND *VALUE CICSplex_DB2_Task_Activity.Maximum_Active_Threads *LE 54""}"
"CICSplex_DB2ThreadHWM_Critical","Critical threshold exceeded for DB2 thread HWM",1,"{""If the problem is intermittent, you may increase the maximum number of active tasks for this transaction temporarily with the MODIFY option of the DSNC transaction.If the threshold is exceeded frequently, consider raising the maximum number of active threads by changing the THREADLIMIT parameter in the DB2ENTRY definition.Increasing the number of threads, however, increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""threads_in_use_percent_hwm""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Threads_in_Use_Percent_HWM""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Threads_in_Use_Percent_HWM *GT 90""}"
"CICSplex_DB2ThreadHWM_Warning","Warning threshold exceeded for DB2 thread HWM",1,"{""If the problem is intermittent, you may increase the maximum number of active tasks for this transaction temporarily with the MODIFY option of the DSNC transaction.If the threshold is exceeded frequently, consider raising the maximum number of active threads by changing the THREADLIMIT parameter in the DB2ENTRY definition.Increasing the number of threads, however, increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""threads_in_use_percent_hwm""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Threads_in_Use_Percent_HWM""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Threads_in_Use_Percent_HWM *GT 70 *AND *VALUECICSplex_DB2_Task_Activity.Threads_in_Use_Percent_HWM *LE 90""}"
"CICSplex_DB2ThreadUse_Critical","Critical threshold exceeded for DB2 thread Use",1,"{""If the problem is intermittent, you may increase the maximum number of active tasks for this transaction temporarily with the MODIFY option of the DSNC transaction.If the threshold is exceeded frequently, consider raising the maximum number of active threads by changing the THREADLIMIT parameter in the DB2ENTRY definition.Increasing the number of threads, however, increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""threads_in_use_percent""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Threads_in_Use_Percent""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Threads_in_Use_Percent *GT 90""}"
"CICSplex_DB2ThreadUse_Warning","Warning threshold exceeded for DB2 thread use",1,"{""If the problem is intermittent, you may increase the maximum number of active tasks for this transaction temporarily with the MODIFY option of the DSNC transaction.If the threshold is exceeded frequently, consider raising the maximum number of active threads by changing the THREADLIMIT parameter in the DB2ENTRY definition.Increasing the number of threads, however, increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""threads_in_use_percent""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Threads_in_Use_Percent""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Threads_in_Use_Percent *GT 70 *AND *VALUE CICSplex_DB2_Task_Activity.Threads_in_Use_Percent *LE 90""}"
"CICSplex_DB2Wait_Critical","Critical threshold exceeded for DB2 wait percent",1,"{""To reduce the percentage of waits, increase the maximum number of active threads for this transaction temporarily with the MODIFY option of the DSNC transaction, or permanently by changing the THREADLIMIT parameter in the DB2ENTRY definition.Increasing the number of threads, however, increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""wait_percent""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Wait_Percent""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Wait_Percent *GT 65""}"
"CICSplex_DB2Wait_Warning","Warning threshold exceeded for DB2 wait percent",1,"{""To reduce the percentage of waits, increase the maximum number of active threads for this transaction temporarily with the MODIFY option of the DSNC transaction, or permanently by changing the THREADLIMIT parameter in the DB2ENTRY definition.Increasing the number of threads, however, increases the overhead of the MVS dispatcher scanning the TCB chain.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsd2t""],""metric_key"":[""wait_percent""],""teps_full_name"":[""CICSplex_DB2_Task_Activity.Wait_Percent""],""formula"":""*IF *VALUE CICSplex_DB2_Task_Activity.Wait_Percent *GT 40 *AND *VALUE CICSplex_DB2_Task_Activity.Wait_Percent *LE 65""}"
"CICSplex_DBCTLAct_Critical","Critical threshold exceeded for DBCTL active status",1,"{""Use the CICS transaction CDBC to connect CICS to DBCTL.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsdls""],""metric_key"":[""dbctl_active""],""teps_full_name"":[""CICSplex_DBCTL_Summary.DBCTL_Active""],""formula"":""*IF *VALUE CICSplex_DBCTL_Summary.DBCTL_Active *EQ No""}"
"CICSplex_DBCTLAct_Warning","Warning threshold exceeded for DBCTL active status",1,"{""Use the CICS transaction CDBC to connect CICS to DBCTL.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsdls""],""metric_key"":[""dbctl_active""],""teps_full_name"":[""CICSplex_DBCTL_Summary.DBCTL_Active""],""formula"":""*IF *VALUE CICSplex_DBCTL_Summary.DBCTL_Active *EQ No""}"
"CICSplex_DJAR_Critical","Critical threshold exceeded DJar not usable or resolved",1,"{""The Deployed JAR identified in the alert is in an UNRESOLVED or UNUSABLE state. Determine why the DJAR is in this state and take the appropriate action. Verify that the DJAR is present in the directory specified in the HFS file parameter and that it has been correctly built. Use theoutput from the DJAR resolution process in the CICS job log for full d etails of the error.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsdjd""],""metric_key"":[""state""],""teps_full_name"":[""CICSplex_DJAR_Details.State""],""formula"":""*IF *VALUE CICSplex_DJAR_Details.State *EQ Unresolved *OR *VALUE CICSplex_DJAR_Details.State*EQ Unusable""}"
"CICSplex_DJAR_Warning","Warning threshold exceeded Deployed JAR being discarded",1,"{""The Deployed JAR identified in the alert is being discarded. Determine why the DJAR is being discarded and take the appropriate action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsdjd""],""metric_key"":[""state""],""teps_full_name"":[""CICSplex_DJAR_Details.State""],""formula"":""*IF *VALUE CICSplex_DJAR_Details.State *EQ Discarding""}"
"CICSplex_DSAAvail_Critical","Critical threshold exceeded for low DSA availability",1,"{""Ensure that the predicates in this situation are set to trip only when available storage before SOS is critically small.DSA extents are allocated in units of 256KB.The exception to this is the user DSA which is 1MB when storage isolation is active.Change the DSALIM parameter for the CICS address space to increase the storage available to CICS.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsstor""],""metric_key"":[""storage_available"",""area""],""teps_full_name"":[""CICSplex_Storage_Analysis.Storage_Available"",""CICSplex_Storage_Analysis.Area""],""formula"":""*IF *VALUE CICSplex_Storage_Analysis.Storage_Available *LT 256 *AND *VALUE CICSplex_Storage_Analysis.Area *EQ DSA""}"
"CICSplex_DSAAvail_Warning","Warning threshold exceeded for low DSA availability",1,"{""Ensure that the predicates in this situation are set to trip only when available storage before SOS is critically small.DSA extents are allocated in units of 256KB.The exception to this is the user DSA which is 1MB when storage isolation is active.Change the DSALIM parameter for the CICS address space to increase the storage available to CICS.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsstor""],""metric_key"":[""storage_available"",""area""],""teps_full_name"":[""CICSplex_Storage_Analysis.Storage_Available"",""CICSplex_Storage_Analysis.Area""],""formula"":""*IF *VALUE CICSplex_Storage_Analysis.Storage_Available *LT 768 *AND *VALUE CICSplex_Storage_Analysis.Storage_Available *GE 256 *AND *VALUE CICSplex_Storage_Analysis.Area *EQ DSA""}"
"CICSplex_DSAHigh_Critical","Critical threshold exceeded for high DSA usage",1,"{""Consider increasing the size of the CICS region and make the DSA larger.Increase the region size only if the Region Overview report shows adequate LSQA to support the change.It is also worth checking the current OSCOR utilization.If the DSA size cannot be increased, consider reducing the CICS MXT value.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsstor""],""metric_key"":[""percent_used"",""area""],""teps_full_name"":[""CICSplex_Storage_Analysis.Percent_Used"",""CICSplex_Storage_Analysis.Area""],""formula"":""*IF *VALUE CICSplex_Storage_Analysis.Percent_Used *GT 90 *AND *VALUE CICSplex_Storage_Analysis.Area *EQ DSA""}"
"CICSplex_DSAHigh_Warning","Warning threshold exceeded for high DSA usage",1,"{""Consider increasing the size of the CICS region and make the DSA larger.Increase the region size only if the Region Overview report shows adequate LSQA to support the change.It is also worth checking the current OSCOR utilization.If the DSA size cannot be increased, consider reducing the CICS MXT value.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsstor""],""metric_key"":[""percent_used"",""area""],""teps_full_name"":[""CICSplex_Storage_Analysis.Percent_Used"",""CICSplex_Storage_Analysis.Area""],""formula"":""*IF *VALUE CICSplex_Storage_Analysis.Percent_Used *GT 70 *AND *VALUE CICSplex_Storage_Analysis.Percent_Used *LE 90 *AND *VALUE CICSplex_Storage_Analysis.Area *EQ DSA""}"
"CICSplex_DSALow_Critical","Critical threshold exceeded for low DSA usage",1,"{""If this situation fires consistently, it may indicate an excessive DSA size.Decrease the size of the DSA for the CICS region.If there are very few tasks, there could be very little DSA in use.Consider increasing the maximum number of tasks (MXT) CICS may process at one time.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsstor""],""metric_key"":[""percent_used"",""area""],""teps_full_name"":[""CICSplex_Storage_Analysis.Percent_Used"",""CICSplex_Storage_Analysis.Area""],""formula"":""*IF *VALUE CICSplex_Storage_Analysis.Percent_Used *LT 15 *AND *VALUE CICSplex_Storage_Analysis.Area *EQ DSA""}"
"CICSplex_DSALow_Warning","Warning threshold exceeded for low DSA usage",1,"{""If this situation fires consistently, it may indicate an excessive DSA size.Decrease the size of the DSA for the CICS region.If there are very few tasks, there could be very little DSA in use.Consider increasing the maximum number of tasks (MXT) CICS may process at one time.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsstor""],""metric_key"":[""percent_used"",""area""],""teps_full_name"":[""CICSplex_Storage_Analysis.Percent_Used"",""CICSplex_Storage_Analysis.Area""],""formula"":""*IF *VALUE CICSplex_Storage_Analysis.Percent_Used *LT 35 *AND *VALUE CICSplex_Storage_Analysis.Percent_Used *GE 15 *AND *VALUE CICSplex_Storage_Analysis.Area *EQ DSA""}"
